,Name,Position,Age,Overall_Rating,Potential,Duration,Team,Value € M,Wage € K,Total_Stats,photo_link
9851,Uran Bislimi,CM,22,64,70,2022 ~ 2026,Lugano,0.95,2,1747,https://cdn.sofifa.net/players/270/913/23_180.png
9852,Michel De Jesus Sousa,LM,21,54,64,2019 ~ 2023,Lugano,0.24,1,1307,https://cdn.sofifa.net/players/270/914/23_180.png
9853,Armand Smrcka,LM,19,60,70,2022 ~ 2027,Austria Wien,0.525,2,1757,https://cdn.sofifa.net/players/270/916/23_180.png
9854,Nils Arvidsson,GK,19,54,70,2022 ~ 2024,Helsingborg,0.25,500,888,https://cdn.sofifa.net/players/270/918/23_180.png
9855,Besfort Zeneli,LW,19,55,71,2022 ~ 2025,Elfsborg,0.325,600,1348,https://cdn.sofifa.net/players/270/919/23_180.png
9856,Viktor Widell,RB,19,55,68,2022 ~ 2023,Elfsborg,0.275,500,1386,https://cdn.sofifa.net/players/270/920/23_180.png
9857,André Picornell,GK,18,55,73,2022 ~ 2023,Djurgården,0.275,500,863,https://cdn.sofifa.net/players/270/921/23_180.png
9858,Vittorio Agostinelli,CAM,20,57,70,2020 ~ 2025,Cosenza,0.4,500,1451,https://cdn.sofifa.net/players/270/924/23_180.png
9859,Eduard Dutu,CB,21,58,70,2022 ~ 2027,Reggina,0.475,500,1329,https://cdn.sofifa.net/players/270/925/23_180.png
9860,Nando Toggenburger,ST,18,53,71,2019 ~ 2025,Luzern,0.24,1,1262,https://cdn.sofifa.net/players/270/927/23_180.png
9861,Severin Ottiger,RB,19,56,68,2018 ~ 2027,Luzern,0.325,1,1373,https://cdn.sofifa.net/players/270/928/23_180.png
9862,Mohammed Al Abdullah,CAM,19,51,62,2021 ~ 2024,Al Khaleej,0.13,1,1367,https://cdn.sofifa.net/players/270/929/23_180.png
9863,Noé Lebreton,CM,18,54,74,2022 ~ 2025,Caen,0.275,500,1466,https://cdn.sofifa.net/players/270/931/23_180.png
9864,Owen Lunt,CM,17,50,63,2022 ~ 2023,Crewe Alexandra,0.11,500,1370,https://cdn.sofifa.net/players/270/933/23_180.png
9865,Alai Hussain Ghasem,LB,19,54,68,2022 ~ 2024,IFK Göteborg,0.24,500,1310,https://cdn.sofifa.net/players/270/934/23_180.png
9866,Joshua Schwirten,CAM,20,58,71,2022 ~ 2023,FC Köln,0.5,3,1556,https://cdn.sofifa.net/players/270/935/23_180.png
9867,Adrian Sobo?,CAM,19,56,67,2022 ~ 2023,Stal Mielec,0.3,500,1461,https://cdn.sofifa.net/players/270/938/23_180.png
9868,Ángel De La Cruz,GK,20,59,67,2022 ~ 2025,Alianza Lima,0.425,500,912,https://cdn.sofifa.net/players/270/939/23_180.png
9869,Fabio Torsiello,ST,17,58,74,2022 ~ 2026,Darmstadt 98,0.5,700,1373,https://cdn.sofifa.net/players/270/940/23_180.png
9870,Matteo Stoppa,CAM,21,59,68,"Jun 30, 2023",Palermo,0.5,3,1484,https://cdn.sofifa.net/players/270/943/23_180.png
9871,Sipho Mbule,CM,24,69,74,2022 ~ 2025,Mamelodi Sundowns,2.1,550,1633,https://cdn.sofifa.net/players/270/945/23_180.png
9872,Grant Kekana,RB,29,68,68,2021 ~ 2026,Mamelodi Sundowns,1,500,1659,https://cdn.sofifa.net/players/270/946/23_180.png
9873,Sphelele Mkhulise,CM,26,68,69,2018 ~ 2025,Mamelodi Sundowns,1.4,550,1602,https://cdn.sofifa.net/players/270/948/23_180.png
9874,Lesedi Kapinga,RW,27,65,66,2020 ~ 2025,Mamelodi Sundowns,0.825,500,1551,https://cdn.sofifa.net/players/270/949/23_180.png
9875,Nawaf Al Qumairi,LB,21,56,67,2022 ~ 2024,Al Tai,0.3,2,1427,https://cdn.sofifa.net/players/270/950/23_180.png
9876,Neo Maema,RW,26,69,70,2021 ~ 2026,Mamelodi Sundowns,1.6,650,1648,https://cdn.sofifa.net/players/270/952/23_180.png
9877,Mohamed Youla,LB,21,55,66,2022 ~ 2025,Al Tai,0.275,2,1404,https://cdn.sofifa.net/players/270/954/23_180.png
9878,Nelson Quiñónes,RM,19,56,70,2021 ~ 2023,Houston Dynamo,0.35,800,1408,https://cdn.sofifa.net/players/270/955/23_180.png
9879,Thomas Battistella,CM,20,60,70,2022 ~ 2026,Modena,0.55,550,1616,https://cdn.sofifa.net/players/270/956/23_180.png
9880,André Miguel Pinto Lopes,LW,25,63,63,2022 ~ 2024,Santa Clara,0.525,2,1546,https://cdn.sofifa.net/players/270/957/23_180.png
9881,Alper Demirol,CM,19,58,73,2022 ~ 2024,Hammarby,0.475,700,1556,https://cdn.sofifa.net/players/270/958/23_180.png
9882,Jack Degruchy,CAM,18,52,65,2022 ~ 2024,Doncaster Rovers,0.18,1,1372,https://cdn.sofifa.net/players/270/959/23_180.png
9883,Bob van der Hoek,GK,26,60,64,2022 ~ 2023,Fortuna Sittard,0.275,2,887,https://cdn.sofifa.net/players/270/960/23_180.png
9884,Matthew Nocita,CB,22,56,64,2022 ~ 2023,New York RB,0.3,1,1276,https://cdn.sofifa.net/players/270/963/23_180.png
9885,Mizuki Arai,LW,25,67,70,2020 ~ 2024,Gil Vicente,1.3,4,1689,https://cdn.sofifa.net/players/270/969/23_180.png
9886,Anders Hartveit Ryste,ST,17,53,75,2021 ~ 2024,Odd,0.3,500,1332,https://cdn.sofifa.net/players/270/972/23_180.png
9887,Gustav Mortensen,LWB,18,54,71,2021 ~ 2025,Lyngby,0.25,500,1345,https://cdn.sofifa.net/players/270/973/23_180.png
9888,Tobias Storm,CB,17,55,75,2022 ~ 2026,Lyngby,0.35,500,1534,https://cdn.sofifa.net/players/270/974/23_180.png
9889,Lassana Sy,GK,18,57,68,2022 ~ 2027,Valenciennes,0.3,500,853,https://cdn.sofifa.net/players/270/977/23_180.png
9890,Darijo Grujcic,CB,23,60,68,2022 ~ 2024,Austria Lustenau,0.5,1,1298,https://cdn.sofifa.net/players/270/980/23_180.png
9891,Angelo Ba?i?,CM,18,53,68,2022 ~ 2024,Austria Lustenau,0.22,500,1444,https://cdn.sofifa.net/players/270/981/23_180.png
9892,Adriel da Silva,CB,25,65,70,2021 ~ 2023,Austria Lustenau,0.95,2,1680,https://cdn.sofifa.net/players/270/982/23_180.png
9893,Clayton Fernandes Silva,ST,23,69,73,2022 ~ 2023,Casa Pia,2,3,1649,https://cdn.sofifa.net/players/270/983/23_180.png
9894,Ruben Correia,LB,22,52,59,2021 ~ 2023,Sion,0.15,3,1285,https://cdn.sofifa.net/players/270/984/23_180.png
9895,Abdel Zagré,ST,18,50,68,2022 ~ 2026,Sion,0.12,1,1253,https://cdn.sofifa.net/players/270/985/23_180.png
9896,Kevin Halabaku,RM,20,55,63,2020 ~ 2025,Sion,0.275,3,1351,https://cdn.sofifa.net/players/270/986/23_180.png
9900,Kyrylo Melichenko,RB,23,65,71,2022 ~ 2024,Dynamo Dresden,1.1,2,1623,https://cdn.sofifa.net/players/270/788/23_180.png
9901,James Taylor,RB,20,54,66,2020 ~ 2023,Bristol City,0.25,3,1445,https://cdn.sofifa.net/players/270/811/23_180.png
9902,Alejandro Orellana Gómez,CM,21,62,71,2022 ~ 2025,FC Andorra,0.85,1,1605,https://cdn.sofifa.net/players/270/812/23_180.png
9903,Giorgi Khabuliani,RW,18,59,75,2022 ~ 2025,Adana Demirspor,0.575,1,1547,https://cdn.sofifa.net/players/270/813/23_180.png
9904,Lukas Eixler,RM,18,54,68,2022 ~ 2027,Meppen,0.25,500,1436,https://cdn.sofifa.net/players/270/815/23_180.png
9905,Mohamed Farsi,RB,22,63,71,2022 ~ 2023,Columbus Crew,1.1,2,1667,https://cdn.sofifa.net/players/270/820/23_180.png
9906,Mike Penders,GK,16,57,77,2022 ~ 2025,Genk,0.4,500,889,https://cdn.sofifa.net/players/270/821/23_180.png
9907,Sergio Fabián Ortíz,CM,21,62,72,2022 ~ 2024,Independiente,0.85,2,1615,https://cdn.sofifa.net/players/270/822/23_180.png
9908,Ramiro Lobo,LW,20,61,73,2022 ~ 2023,Independiente,0.8,2,1531,https://cdn.sofifa.net/players/270/823/23_180.png
9909,Arthur de Oliveira Sales,ST,19,67,77,2021 ~ 2026,Paços de Ferreira,2.2,2,1569,https://cdn.sofifa.net/players/270/824/23_180.png
9910,Nadhir Benbouali,ST,22,67,74,2022 ~ 2025,Sporting Charleroi,2.1,5,1563,https://cdn.sofifa.net/players/270/825/23_180.png
9911,Christoph Fenninger,CF,27,58,58,2022 ~ 2023,Bayreuth,0.22,550,1395,https://cdn.sofifa.net/players/270/826/23_180.png
9912,Noah De Ridder,CM,18,58,72,2022 ~ 2024,Gent,0.475,1,1537,https://cdn.sofifa.net/players/270/827/23_180.png
9913,Ibrahim Salah,RW,20,63,73,2023 ~ 2027,Rennes,1.1,7,1580,https://cdn.sofifa.net/players/270/828/23_180.png
9914,Maximilian Sellinger,CDM,20,56,66,2022 ~ 2025,Hartberg,0.3,1,1439,https://cdn.sofifa.net/players/270/829/23_180.png
9915,Jakob Kolb,ST,19,56,67,2022 ~ 2025,Hartberg,0.3,1,1368,https://cdn.sofifa.net/players/270/832/23_180.png
9916,Dario Oger,CAM,20,58,69,2022 ~ 2024,AS Eupen,0.45,2,1634,https://cdn.sofifa.net/players/270/833/23_180.png
9917,Abderrahman Rebbach,CAM,23,65,71,2020 ~ 2024,Deportivo Alavés,1.1,3,1677,https://cdn.sofifa.net/players/270/834/23_180.png
9918,Nico Wiesinger,CB,19,57,70,2022 ~ 2023,Ried,0.375,950,1290,https://cdn.sofifa.net/players/270/835/23_180.png
9919,Carlos Sánchez Jiménez,RB,21,62,70,2022 ~ 2024,FC Cartagena,0.85,1,1513,https://cdn.sofifa.net/players/270/836/23_180.png
9920,Soyal Joshy,RB,20,50,61,2022 ~ 2025,Hyderabad,0.1,500,1223,https://cdn.sofifa.net/players/270/838/23_180.png
9921,Andy Breuer,CDM,16,52,74,2022 ~ 2024,Saarbrücken,0.25,500,1448,https://cdn.sofifa.net/players/270/839/23_180.png
9922,Mohamed Salah El Boukammiri,LM,18,56,72,2022 ~ 2027,Union Saint-Gilloise,0.35,900,1426,https://cdn.sofifa.net/players/270/840/23_180.png
9923,Tobi Jinad,RM,19,49,57,2023 ~ 2023,Bohemians,0.1,500,1340,https://cdn.sofifa.net/players/270/841/23_180.png
9924,David Djamas,LM,18,58,74,Free,Cyprus,0,0,1405,https://cdn.sofifa.net/players/270/843/23_180.png
9925,Gustavo Caballero,LM,20,66,76,2022 ~ 2023,Nacional Asunción,1.9,500,1503,https://cdn.sofifa.net/players/270/844/23_180.png
9926,Miguel Chaiwa,CDM,18,55,76,2022 ~ 2027,Young Boys,0.375,850,1515,https://cdn.sofifa.net/players/270/845/23_180.png
9927,Dion Kacuri,CAM,18,57,75,2022 ~ 2025,Grasshopper,0.425,800,1466,https://cdn.sofifa.net/players/270/847/23_180.png
9928,Sidiki Camara,CM,19,53,69,2022 ~ 2025,Servette,0.24,2,1420,https://cdn.sofifa.net/players/270/848/23_180.png
9929,Samba Lélé Diba,CAM,18,52,67,2022 ~ 2025,Servette,0.18,950,1476,https://cdn.sofifa.net/players/270/849/23_180.png
9930,Andy Musayev,RM,19,59,71,2021 ~ 2025,KV Oostende,0.525,1,1479,https://cdn.sofifa.net/players/270/850/23_180.png
9931,Pedro Milans,RWB,20,68,79,2022 ~ 2027,Peñarol,2.5,500,1705,https://cdn.sofifa.net/players/270/854/23_180.png
9932,Roko Jureskin,LM,21,66,75,"Jun 30, 2023",Benevento,1.8,1,1745,https://cdn.sofifa.net/players/270/855/23_180.png
9933,Giuseppe Carriero,CM,24,65,69,2022 ~ 2025,Cittadella,1,850,1804,https://cdn.sofifa.net/players/270/856/23_180.png
9934,Aleksander Kjelsen,CDM,16,55,78,2021 ~ 2025,Vålerenga,0.375,500,1331,https://cdn.sofifa.net/players/270/858/23_180.png
9935,Hugo Pérez Balderas,CB,19,61,74,2022 ~ 2024,Villarreal II,0.725,700,1462,https://cdn.sofifa.net/players/270/859/23_180.png
9936,Jones El-Abdellaoui,ST,16,57,78,2021 ~ 2025,Vålerenga,0.525,500,1406,https://cdn.sofifa.net/players/270/860/23_180.png
9937,Max Bjurstrøm,RB,16,54,74,2022 ~ 2025,Vålerenga,0.275,500,1414,https://cdn.sofifa.net/players/270/862/23_180.png
9938,Nachon Nsingi,ST,21,63,72,2022 ~ 2026,OH Leuven,1.1,3,1601,https://cdn.sofifa.net/players/270/864/23_180.png
9939,Diego Callai Silva,GK,17,64,78,2022 ~ 2026,Sporting CP,1.2,500,851,https://cdn.sofifa.net/players/270/865/23_180.png
9940,Qassem Abu Nayan,CM,19,51,62,2021 ~ 2023,Al Khaleej,0.13,1,1389,https://cdn.sofifa.net/players/270/868/23_180.png
9941,Dylan Demuynck,LW,18,60,75,2021 ~ 2024,Zulte-Waregem,0.575,850,1434,https://cdn.sofifa.net/players/270/869/23_180.png
9942,Miguel Raimundo Nóbrega,CB,22,65,72,2022 ~ 2025,Rio Ave,1.3,2,1397,https://cdn.sofifa.net/players/270/870/23_180.png
9943,Javier Nicolas Vallejo,ST,18,65,80,2022 ~ 2026,Independiente,1.7,1,1663,https://cdn.sofifa.net/players/270/872/23_180.png
9944,Enzo Javier Franco,LB,18,61,73,2022 ~ 2027,Independiente,0.725,650,1589,https://cdn.sofifa.net/players/270/873/23_180.png
9945,Patricio Pizarro,CB,21,64,72,2018 ~ 2024,Huracán,1.2,2,1472,https://cdn.sofifa.net/players/270/874/23_180.png
9946,Santiago Ayala,ST,20,60,71,2022 ~ 2024,Independiente,0.55,2,1490,https://cdn.sofifa.net/players/270/875/23_180.png
9947,Ilias Iliadis,LM,21,58,66,2023 ~ 2024,CF Montréal,0.425,900,1540,https://cdn.sofifa.net/players/270/876/23_180.png
9948,Rodney Elongo-Yombo,RM,20,63,72,2022 ~ 2025,Borussia Dortmund II,1.1,850,1623,https://cdn.sofifa.net/players/270/877/23_180.png
9949,Roméo Monticelli,CB,16,56,74,2021 ~ 2025,Sporting Charleroi,0.35,500,1392,https://cdn.sofifa.net/players/270/878/23_180.png
9950,David Torres Ortiz,CB,19,63,77,2022 ~ 2023,Real Valladolid,1.1,2,1436,https://cdn.sofifa.net/players/270/879/23_180.png
9951,Godberg Cooper,ST,24,60,65,2022 ~ 2023,Chindia Târgovi?te,0.375,1,1426,https://cdn.sofifa.net/players/270/880/23_180.png
9952,Jacopo Desogus,LW,19,60,72,2022 ~ 2026,Cagliari,0.575,600,1495,https://cdn.sofifa.net/players/270/884/23_180.png
9953,Mor Ndiaye,CM,21,67,77,2022 ~ 2025,Estoril,2.2,2,1746,https://cdn.sofifa.net/players/270/885/23_180.png
9954,Kyliane Dong,ST,17,59,75,2022 ~ 2025,Troyes,0.575,650,1424,https://cdn.sofifa.net/players/270/886/23_180.png
9955,Nectarios Triantis,CB,19,60,75,2022 ~ 2025,Central Coast Mariners,0.55,500,1404,https://cdn.sofifa.net/players/270/887/23_180.png
9956,Gaby Jean,CB,22,63,72,2022 ~ 2026,Annecy,1,1,1430,https://cdn.sofifa.net/players/270/888/23_180.png
9957,Jonathan Arriba Monroy,RW,20,66,74,2022 ~ 2024,Chaves,1.9,2,1741,https://cdn.sofifa.net/players/270/889/23_180.png
9958,Omar Jebali,CB,22,57,66,2019 ~ 2024,OB,0.35,2,1311,https://cdn.sofifa.net/players/270/891/23_180.png
9959,Sebastian Banozic,GK,18,54,68,2022 ~ 2024,Häcken,0.22,500,866,https://cdn.sofifa.net/players/270/893/23_180.png
9960,Ollie O'Neill,LM,19,57,73,"Jun 30, 2023",Derry City,0.425,5,1537,https://cdn.sofifa.net/players/270/679/23_180.png
9961,Adrion Pajaziti,CM,19,63,77,"Dec 31, 2023",Haugesund,1.1,5,1691,https://cdn.sofifa.net/players/270/680/23_180.png
9962,Kristian Šekularac,CAM,18,60,77,2022 ~ 2024,Fulham,0.625,3,1498,https://cdn.sofifa.net/players/270/682/23_180.png
9963,Afonso Manuel Abreu Freitas,LB,22,69,76,2020 ~ 2025,Vitória SC,2.7,4,1597,https://cdn.sofifa.net/players/270/684/23_180.png
9964,Matteo Anzolin,LB,21,64,71,2022 ~ 2024,Wolfsberger AC,1.1,3,1666,https://cdn.sofifa.net/players/270/685/23_180.png
9965,Daniel Filipe Bandeira e Silva,CM,22,67,76,2019 ~ 2024,Vitória SC,2.3,3,1714,https://cdn.sofifa.net/players/270/686/23_180.png
9966,Ejaita Ifoni,ST,22,60,67,2022 ~ 2025,RFC Seraing,0.5,3,1423,https://cdn.sofifa.net/players/270/697/23_180.png
9967,Jesús Santiago Pérez,CM,18,60,75,2021 ~ 2026,Valencia,0.55,1,1532,https://cdn.sofifa.net/players/270/698/23_180.png
9968,Turki Al Mutairi,ST,21,53,62,"Jun 30, 2023",Al Taawon,0.21,5,1317,https://cdn.sofifa.net/players/270/699/23_180.png
9969,Ibe Hautekiet,CB,20,63,74,2023 ~ 2027,Standard Liège,0.975,2,1462,https://cdn.sofifa.net/players/270/700/23_180.png
9970,Jayden Davis,RW,20,56,63,2022 ~ 2023,Crawley Town,0.275,2,1415,https://cdn.sofifa.net/players/270/701/23_180.png
9971,Matisse Didden,CDM,20,63,75,2022 ~ 2025,Genk,1.1,2,1492,https://cdn.sofifa.net/players/270/702/23_180.png
9972,Ilyes Chetti,LB,27,67,67,2022 ~ 2026,Angers SCO,0.975,7,1602,https://cdn.sofifa.net/players/270/703/23_180.png
9973,Dylan Durivaux,RB,21,62,69,2022 ~ 2024,Niort,0.775,950,1549,https://cdn.sofifa.net/players/270/704/23_180.png
9974,Kieran Cruise,LWB,18,54,64,2021 ~ 2023,Shamrock Rovers,0.22,500,1326,https://cdn.sofifa.net/players/270/706/23_180.png
9975,Idrissa Camara,ST,24,61,67,2022 ~ 2024,Dijon,0.525,1,1511,https://cdn.sofifa.net/players/270/711/23_180.png
9976,Ne-Jai Tucker,RM,19,57,67,2021 ~ 2023,Burnley,0.35,4,1457,https://cdn.sofifa.net/players/270/713/23_180.png
9977,Bartosz Bernatowicz,CDM,17,52,67,2022 ~ 2027,Jagiellonia Bia?ystok,0.17,500,1358,https://cdn.sofifa.net/players/270/714/23_180.png
9978,Mateusz Kowalski,ST,16,56,75,2022 ~ 2025,Jagiellonia Bia?ystok,0.35,500,1338,https://cdn.sofifa.net/players/270/716/23_180.png
9979,Abraham Del Moral Rando,CB,20,61,72,2020 ~ 2025,Villarreal II,0.675,950,1475,https://cdn.sofifa.net/players/270/717/23_180.png
9980,Omar Faraj,ST,20,64,75,2023 ~ 2026,AIK,1.3,2,1524,https://cdn.sofifa.net/players/270/718/23_180.png
9981,Jay Benn,RWB,20,55,65,"Jun 30, 2023",Bohemians,0.275,1,1394,https://cdn.sofifa.net/players/270/720/23_180.png
9982,Nurullah Aslan,GK,24,60,66,2019 ~ 2025,Ankaragücü,0.325,1,997,https://cdn.sofifa.net/players/270/721/23_180.png
9983,Christian Egbutudike,ST,18,58,66,2022 ~ 2027,Caracas,0.425,500,1388,https://cdn.sofifa.net/players/270/722/23_180.png
9984,Bennet Schieber,CB,18,52,64,2022 ~ 2027,Sandhausen,0.17,500,1210,https://cdn.sofifa.net/players/270/723/23_180.png
9985,Frederik Rahn,LB,17,53,63,2022 ~ 2027,Sandhausen,0.18,500,1332,https://cdn.sofifa.net/players/270/724/23_180.png
9986,Moe Shubbar,ST,18,55,65,2022 ~ 2023,Crawley Town,0.275,1,1352,https://cdn.sofifa.net/players/270/725/23_180.png
9987,Sulaiman Asiri,RB,21,52,62,2021 ~ 2024,Abha,0.18,2,1409,https://cdn.sofifa.net/players/270/726/23_180.png
9988,Kacper Jod?owski,CDM,23,58,64,2022 ~ 2025,Cracovia Kraków,0.3,1,1501,https://cdn.sofifa.net/players/270/727/23_180.png
9989,Carlos Romero Serrano,LM,20,63,72,2020 ~ 2023,Villarreal II,1,1,1623,https://cdn.sofifa.net/players/270/728/23_180.png
9990,Rodrigo Alonso Martín,CM,19,62,77,"Jun 30, 2023",Albacete,0.95,900,1635,https://cdn.sofifa.net/players/270/729/23_180.png
9991,Jaime Durán Jiménez,GK,21,57,67,2022 ~ 2023,Mallorca,0.325,2,945,https://cdn.sofifa.net/players/270/730/23_180.png
9992,Ivan Kaliuzhnyi,CM,24,66,71,2022 ~ 2023,Kerala Blasters,1.2,800,1771,https://cdn.sofifa.net/players/270/731/23_180.png
9993,Antonio Espigares Morillas,CB,17,58,74,2021 ~ 2025,Villarreal II,0.475,500,1395,https://cdn.sofifa.net/players/270/732/23_180.png
9994,Vafa Hakhamaneshi,CB,31,61,61,2022 ~ 2023,Chennaiyin,0.22,500,1345,https://cdn.sofifa.net/players/270/734/23_180.png
9995,Aakash Sangwan,LB,26,54,55,2022 ~ 2024,Chennaiyin,0.12,500,1385,https://cdn.sofifa.net/players/270/735/23_180.png
9996,Jockson Dhas,CM,27,49,50,2022 ~ 2024,Chennaiyin,0.05,500,1411,https://cdn.sofifa.net/players/270/737/23_180.png
9997,Thiago Ezequiel Ojeda,ST,19,63,75,2022 ~ 2024,Villarreal II,1.1,1,1642,https://cdn.sofifa.net/players/270/738/23_180.png
9998,Sajal Bag,RM,19,49,62,2022 ~ 2024,Chennaiyin,0.11,500,1405,https://cdn.sofifa.net/players/270/739/23_180.png
9999,Fares Arnaout,CB,25,64,68,2022 ~ 2023,Goa,0.725,500,1580,https://cdn.sofifa.net/players/270/740/23_180.png
10000,Noah Sadaoui,RM,28,63,63,2022 ~ 2024,Goa,0.475,550,1619,https://cdn.sofifa.net/players/270/741/23_180.png
10001,Alex Saji,CB,22,53,61,"May 31, 2023",NorthEast United,0.2,500,1357,https://cdn.sofifa.net/players/270/742/23_180.png
10002,Manoj Mohammad,LB,23,53,60,2022 ~ 2025,Hyderabad,0.18,500,1343,https://cdn.sofifa.net/players/270/743/23_180.png
10003,Jorge Carlos Galdón Sánchez,CM,22,59,67,2019 ~ 2023,Villarreal II,0.5,1,1614,https://cdn.sofifa.net/players/270/744/23_180.png
10004,Mohammed Tolba,CB,17,62,74,2022 ~ 2025,VfL Bochum 1848,0.875,500,1538,https://cdn.sofifa.net/players/270/745/23_180.png
10005,Faisal Ali,LW,22,54,62,2022 ~ 2025,Bengaluru,0.24,500,1445,https://cdn.sofifa.net/players/270/746/23_180.png
10006,Modou Tambedou,CDM,19,64,76,2022 ~ 2025,Zulte-Waregem,1.3,2,1617,https://cdn.sofifa.net/players/270/747/23_180.png
10007,James Maxwell,LB,20,60,69,2022 ~ 2024,Doncaster Rovers,0.525,2,1467,https://cdn.sofifa.net/players/270/748/23_180.png
10008,Lennert Hallaert,RW,19,61,74,2022 ~ 2024,Zulte-Waregem,0.775,2,1478,https://cdn.sofifa.net/players/270/749/23_180.png
10009,Pascal Müller,CM,19,57,68,2022 ~ 2025,Wolfsberger AC,0.35,2,1619,https://cdn.sofifa.net/players/270/750/23_180.png
10010,Abdulkareem Al Muzayil,RM,22,53,62,2022 ~ 2023,Al Batin,0.2,2,1410,https://cdn.sofifa.net/players/270/752/23_180.png
10011,Javier Comeras Chueca,CM,22,59,67,2019 ~ 2023,Villarreal II,0.5,1,1530,https://cdn.sofifa.net/players/270/753/23_180.png
10012,Tiago José Geralnik,RM,19,62,78,2020 ~ 2026,Villarreal II,1,900,1569,https://cdn.sofifa.net/players/270/754/23_180.png
10013,Simone Ghidotti,GK,22,57,65,"Jun 30, 2023",Como,0.325,5,856,https://cdn.sofifa.net/players/270/756/23_180.png
10014,James Pradic,GK,16,53,75,2022 ~ 2024,Preston North End,0.275,500,849,https://cdn.sofifa.net/players/270/757/23_180.png
10015,Dana Amaral,CM,18,55,68,2022 ~ 2023,Preston North End,0.275,1,1433,https://cdn.sofifa.net/players/270/758/23_180.png
10016,Riccardo Spaltro,RB,22,55,61,2022 ~ 2023,SPAL,0.19,550,1326,https://cdn.sofifa.net/players/270/761/23_180.png
10017,Maciej Kowal,GK,19,54,67,2022 ~ 2025,Pogo? Szczecin,0.22,500,819,https://cdn.sofifa.net/players/270/763/23_180.png
10018,Leonardo Borges da Silva,LB,21,65,72,2022 ~ 2025,Pogo? Szczecin,1.4,2,1719,https://cdn.sofifa.net/players/270/764/23_180.png
10019,Nika Gagnidze,RM,21,65,74,2019 ~ 2024,Ümraniyespor,1.6,3,1803,https://cdn.sofifa.net/players/270/785/23_180.png
10020,João Pedro Eira Antunes Silva,CB,23,63,69,2022 ~ 2025,Kortrijk,0.7,2,1382,https://cdn.sofifa.net/players/270/585/23_180.png
10021,Lucas Barros da Cunha,LB,22,66,73,2022 ~ 2025,Gil Vicente,1.6,3,1773,https://cdn.sofifa.net/players/270/586/23_180.png
10022,Rafael Sousa Gancho Brito,RM,20,64,73,2022 ~ 2023,Marítimo,1.3,2,1771,https://cdn.sofifa.net/players/270/587/23_180.png
10023,Alan Madali?ski,GK,16,54,68,2021 ~ 2024,Mied? Legnica,0.21,500,838,https://cdn.sofifa.net/players/270/590/23_180.png
10024,Tornike Gaprindashvili,RM,24,63,66,2022 ~ 2025,Zag??bie Lubin,0.65,2,1652,https://cdn.sofifa.net/players/270/591/23_180.png
10025,Darren Robinson,CB,17,54,68,2021 ~ 2024,Derby County,0.24,500,1498,https://cdn.sofifa.net/players/270/593/23_180.png
10026,Antoine Makoumbou,CM,23,70,75,2022 ~ 2026,Cagliari,2.2,2,1848,https://cdn.sofifa.net/players/270/597/23_180.png
10027,Francisco Morel,ST,18,56,77,2022 ~ 2023,Nacional Asunción,0.45,500,1367,https://cdn.sofifa.net/players/270/598/23_180.png
10028,Leonardo Rolón,ST,19,58,73,2022 ~ 2025,Guaraní,0.475,500,1462,https://cdn.sofifa.net/players/270/599/23_180.png
10029,Alexis Zorrilla,CB,27,57,60,2022 ~ 2023,General Caballero JLM,0.19,500,1299,https://cdn.sofifa.net/players/270/600/23_180.png
10030,Valdemar Kwasniak,CDM,19,51,68,2022 ~ 2022,Brøndby,0.14,1,1502,https://cdn.sofifa.net/players/270/601/23_180.png
10031,Harry Nicolson,CB,21,49,57,2022 ~ 2022,Finn Harps,0.1,500,1169,https://cdn.sofifa.net/players/270/602/23_180.png
10032,Aaron Basenach,CB,19,56,66,2022 ~ 2027,Kaiserslautern,0.3,1,1502,https://cdn.sofifa.net/players/270/603/23_180.png
10033,Saidou Khan,CM,26,61,63,2022 ~ 2023,Swindon Town,0.375,3,1632,https://cdn.sofifa.net/players/270/607/23_180.png
10034,Yehor Yarmoliuk,RM,18,63,79,2022 ~ 2025,Brentford,1.2,3,1590,https://cdn.sofifa.net/players/270/608/23_180.png
10035,Mahamadou Doumbia,CM,18,59,76,2022 ~ 2023,Nordsjælland,0.575,750,1451,https://cdn.sofifa.net/players/270/613/23_180.png
